Iteracao,Particula,Distancia,PWM,Erro_Atual,Gbest_Erro
30,2,29.44,-12.17,0.56,7.27
30,2,36.41,-47.52,-6.41,7.27
30,2,29.88,-14.80,0.12,7.27
30,2,23.47,19.28,6.53,7.27
30,2,30.47,-17.80,-0.47,7.27
30,2,31.06,-20.79,-1.06,7.27
30,2,30.32,-17.06,-0.32,7.27
30,2,28.86,-9.41,1.14,7.27
30,2,31.06,-20.78,-1.06,7.27
30,2,31.67,-23.81,-1.67,7.27
30,2,36.41,-47.57,-6.41,7.27
30,2,29.88,-14.23,0.12,7.27
30,2,29.88,-11.91,0.12,7.27
30,2,33.52,-33.06,-3.52,7.27
30,2,29.44,-12.25,0.56,7.27
30,2,31.06,-20.78,-1.06,7.27
30,2,30.47,-17.81,-0.47,7.27
30,2,27.59,-1.93,2.41,7.27
30,2,27.73,-3.40,2.27,7.27
30,2,29.30,-11.52,0.70,7.27
30,2,29.30,-11.73,0.70,7.27
30,2,34.79,-39.41,-4.79,7.27
30,2,28.15,-5.64,1.85,7.27
30,2,31.06,-20.77,-1.06,7.27
30,2,36.08,-45.90,-6.08,7.27
30,2,35.92,-45.09,-5.92,7.27
30,2,36.74,-49.19,-6.74,7.27
30,2,31.06,-20.80,-1.06,7.27
30,2,31.06,-20.79,-1.06,7.27
30,2,31.06,-20.79,-1.06,7.27
30,2,30.03,-15.11,-0.03,7.27
30,2,36.41,-47.54,-6.41,7.27
30,2,32.43,-27.63,-2.43,7.27
30,2,31.67,-23.79,-1.67,7.27
30,2,30.62,-18.56,-0.62,7.27
30,2,30.47,-17.48,-0.47,7.27
30,2,32.28,-26.87,-2.28,7.27
30,2,25.54,8.22,4.46,7.27
30,2,31.06,-19.45,-1.06,7.27
30,2,35.43,-42.62,-5.43,7.27
30,2,32.28,-26.85,-2.28,7.27
30,2,32.74,-29.17,-2.74,7.27
30,2,32.43,-27.63,-2.43,7.27
30,2,30.47,-17.81,-0.47,7.27
30,2,32.89,-29.94,-2.89,7.27
30,2,34.79,-39.41,-4.79,7.27
31,0,23.47,34.90,6.53,7.27
31,0,23.47,48.26,6.53,7.27
31,0,22.72,56.82,7.28,7.27
31,0,25.02,45.51,4.98,7.27
31,0,26.49,38.27,3.51,7.27
31,0,27.17,34.90,2.83,7.27
31,0,29.30,24.45,0.70,7.27
31,0,26.62,37.61,3.38,7.27
31,0,27.17,34.90,2.83,7.27
31,0,33.05,4.67,-3.05,7.27
31,0,22.35,58.65,7.65,7.27
31,0,37.40,-21.17,-7.40,7.27
31,0,36.08,-28.80,-6.08,7.27
31,0,36.41,-37.87,-6.41,7.27
31,0,37.40,-56.77,-7.40,7.27
31,0,37.40,-57.42,-7.40,7.27
31,0,32.28,-32.20,-2.28,7.27
31,0,24.49,9.98,5.51,7.27
31,0,34.15,-33.98,-4.15,7.27
31,0,28.15,-1.82,1.85,7.27
31,0,26.62,7.68,3.38,7.27
31,0,35.11,-39.90,-5.11,7.27
31,0,37.07,-55.81,-7.07,7.27
31,0,25.81,1.39,4.19,7.27
31,0,30.47,-21.61,-0.47,7.27
31,0,21.15,26.33,8.85,7.27
31,0,27.17,0.83,2.83,7.27
31,0,28.15,-3.00,1.85,7.27
31,0,30.47,-13.01,-0.47,7.27
31,0,30.47,-10.65,-0.47,7.27
31,0,37.40,-54.63,-7.40,7.27
31,0,36.74,-54.14,-6.74,7.27
31,0,25.54,4.96,4.46,7.27
31,0,28.72,-10.05,1.28,7.27
31,0,30.47,-21.47,-0.47,7.27
31,0,29.30,-13.81,0.70,7.27
31,0,27.87,-7.30,2.13,7.27
31,0,28.15,-7.43,1.85,7.27
31,0,32.89,-32.97,-2.89,7.27
31,0,32.28,-30.26,-2.28,7.27
31,0,30.47,-19.43,-0.47,7.27
31,0,30.62,-18.30,-0.62,7.27
31,0,27.73,-2.31,2.27,7.27
31,0,31.52,-22.58,-1.52,7.27
31,0,28.15,-5.21,1.85,7.27
31,0,30.03,-15.90,-0.03,7.27
31,0,29.88,-13.61,0.12,7.27
31,0,31.82,-25.88,-1.82,7.27
31,0,23.47,19.18,6.53,7.27
31,0,33.52,-35.08,-3.52,7.27
31,0,30.47,-23.27,-0.47,7.27
31,0,31.06,-23.02,-1.06,7.27
31,0,28.72,-8.85,1.28,7.27
31,0,33.52,-35.95,-3.52,7.27
31,0,25.15,10.40,4.85,7.27
31,0,31.06,-19.21,-1.06,7.27
31,0,31.37,-27.68,-1.37,7.27
31,0,36.08,-50.91,-6.08,7.27
31,0,37.40,-57.42,-7.40,7.27
31,0,28.15,-11.12,1.85,7.27
31,0,27.04,-3.44,2.96,7.27
31,0,37.40,-57.42,-7.40,7.27
31,0,31.67,-25.73,-1.67,7.27
31,0,29.44,-11.44,0.56,7.27
31,0,27.59,-1.22,2.41,7.27
31,0,30.03,-17.41,-0.03,7.27
31,0,32.28,-32.19,-2.28,7.27
31,0,32.43,-32.96,-2.43,7.27
31,0,36.08,-49.05,-6.08,7.27
31,0,28.29,-7.66,1.71,7.27
31,0,28.72,-13.35,1.28,7.27
31,0,27.73,-7.86,2.27,7.27
31,0,28.86,-13.34,1.14,7.27
31,0,33.52,-38.32,-3.52,7.27
31,0,34.15,-41.40,-4.15,7.27
31,0,33.52,-36.73,-3.52,7.27
31,0,28.72,-14.15,1.28,7.27
31,0,37.24,-56.63,-7.24,7.27
31,0,32.89,-35.24,-2.89,7.27
31,0,32.89,-35.24,-2.89,7.27
31,0,32.89,-35.23,-2.89,7.27
31,0,31.67,-29.21,-1.67,7.27
31,0,31.67,-29.21,-1.67,7.27
31,0,36.08,-50.93,-6.08,7.27
31,0,31.06,-26.23,-1.06,7.27
31,0,30.62,-22.24,-0.62,7.27
31,0,31.06,-26.23,-1.06,7.27
31,0,32.43,-32.96,-2.43,7.27
31,0,33.05,-36.00,-3.05,7.27
31,0,31.82,-29.94,-1.82,7.27
31,0,32.28,-32.21,-2.28,7.27
31,0,31.67,-29.20,-1.67,7.27
31,0,32.89,-35.23,-2.89,7.27
31,0,31.67,-29.20,-1.67,7.27
31,0,32.43,-32.96,-2.43,7.27
31,0,32.28,-32.21,-2.28,7.27
31,0,31.67,-29.20,-1.67,7.27
31,0,31.67,-29.19,-1.67,7.27
31,0,31.67,-29.20,-1.67,7.27
31,0,31.82,-29.95,-1.82,7.27
31,0,32.28,-32.21,-2.28,7.27
31,0,25.95,0.67,4.05,7.27
31,0,32.28,-32.21,-2.28,7.27
31,0,35.59,-48.52,-5.59,7.27
31,0,29.88,-20.34,0.12,7.27
31,0,32.43,-32.96,-2.43,7.27
31,0,31.67,-29.20,-1.67,7.27
31,0,31.82,-29.94,-1.82,7.27
31,0,30.47,-20.75,-0.47,7.27
31,0,31.06,-22.85,-1.06,7.27
31,0,31.21,-22.88,-1.21,7.27
31,0,31.06,-25.01,-1.06,7.27
31,0,31.21,-26.97,-1.21,7.27
31,1,24.49,27.63,5.51,7.27
31,1,24.49,36.59,5.51,7.27
31,1,25.02,40.57,4.98,7.27
31,1,25.54,38.11,4.46,7.27
31,1,26.08,35.61,3.92,7.27
31,1,26.49,33.72,3.51,7.27
31,1,27.73,27.92,2.27,7.27
31,1,28.15,25.95,1.85,7.27
31,1,28.72,23.30,1.28,7.27
31,1,30.32,15.72,-0.32,7.27
31,1,34.15,-3.48,-4.15,7.27
31,1,29.44,17.29,0.56,7.27
31,1,32.43,5.13,-2.43,7.27
31,1,32.43,5.10,-2.43,7.27
31,1,29.01,21.33,0.99,7.27
31,1,37.40,-25.66,-7.40,7.27
31,1,35.76,-30.14,-5.76,7.27
31,1,37.40,-50.22,-7.40,7.27
31,1,35.27,-41.89,-5.27,7.27
31,1,37.91,-54.22,-7.91,7.27
31,1,33.21,-32.28,-3.21,7.27
31,1,29.30,-13.80,0.70,7.27
31,1,26.62,2.80,3.38,7.27
31,1,32.89,-25.03,-2.89,7.27
31,1,25.02,15.89,4.98,7.27
31,1,27.04,12.97,2.96,7.27
31,1,28.86,5.12,1.14,7.27
31,1,36.08,-34.37,-6.08,7.27
31,1,36.57,-46.43,-6.57,7.27
31,1,34.79,-39.65,-4.79,7.27
31,1,32.89,-30.84,-2.89,7.27
31,1,26.62,1.45,3.38,7.27
31,1,28.15,-4.76,1.85,7.27
31,1,24.49,17.97,5.51,7.27
31,1,23.47,21.26,6.53,7.27
31,1,31.06,-14.29,-1.06,7.27
31,1,32.89,-27.07,-2.89,7.27
31,1,25.95,5.86,4.05,7.27
31,1,35.59,-43.41,-5.59,7.27
31,1,25.54,7.12,4.46,7.27
31,1,30.03,-14.31,-0.03,7.27
31,1,30.03,-14.94,-0.03,7.27
31,1,24.88,9.84,5.12,7.27
31,1,31.06,-19.76,-1.06,7.27
31,1,31.67,-25.10,-1.67,7.27
31,1,32.89,-29.25,-2.89,7.27
31,1,30.47,-19.48,-0.47,7.27
31,1,36.25,-46.47,-6.25,7.27
31,1,29.30,-13.77,0.70,7.27
31,1,29.44,-12.24,0.56,7.27
31,1,32.89,-25.14,-2.89,7.27
31,1,31.21,-19.67,-1.21,7.27
31,1,37.40,-47.87,-7.40,7.27
31,1,36.25,-46.49,-6.25,7.27
31,1,28.15,-8.05,1.85,7.27
31,1,27.04,-2.41,2.96,7.27
31,1,30.03,-17.42,-0.03,7.27
31,1,35.43,-42.66,-5.43,7.27
31,1,28.72,-10.87,1.28,7.27
31,1,32.89,-30.84,-2.89,7.27
31,1,30.47,-19.52,-0.47,7.27
31,1,35.43,-42.68,-5.43,7.27
31,1,36.25,-46.46,-6.25,7.27
31,1,31.06,-22.30,-1.06,7.27
31,1,27.73,-5.13,2.27,7.27
31,1,36.41,-47.23,-6.41,7.27
31,1,30.47,-19.49,-0.47,7.27
31,1,27.59,-5.24,2.41,7.27
31,1,34.79,-39.65,-4.79,7.27
31,1,30.03,-14.92,-0.03,7.27
31,1,30.47,-19.47,-0.47,7.27
31,1,31.82,-25.82,-1.82,7.27
31,1,30.62,-20.21,-0.62,7.27
31,1,29.73,-15.99,0.27,7.27
31,1,36.91,-49.53,-6.91,7.27
31,1,29.30,-13.37,0.70,7.27
31,1,28.15,-8.03,1.85,7.27
31,1,30.03,-17.42,-0.03,7.27
31,1,29.88,-16.69,0.12,7.27
31,1,31.21,-22.99,-1.21,7.27
31,1,37.40,-51.86,-7.40,7.27
31,1,29.88,-16.73,0.12,7.27
31,1,31.21,-22.96,-1.21,7.27
31,1,27.59,-5.22,2.41,7.27
31,1,32.89,-30.85,-2.89,7.27
31,1,29.88,-16.70,0.12,7.27
31,1,30.47,-19.25,-0.47,7.27
31,1,33.21,-32.27,-3.21,7.27
31,1,37.40,-51.91,-7.40,7.27
31,1,38.08,-55.01,-8.08,7.27
31,1,31.67,-25.12,-1.67,7.27
31,1,34.79,-39.68,-4.79,7.27
31,1,32.28,-27.96,-2.28,7.27
31,1,37.91,-54.21,-7.91,7.27
31,1,32.28,-27.96,-2.28,7.27
31,1,30.62,-20.18,-0.62,7.27
31,1,31.06,-22.30,-1.06,7.27
31,1,36.08,-45.72,-6.08,7.27
31,1,31.67,-25.11,-1.67,7.27
31,1,34.15,-36.69,-4.15,7.27
31,1,31.82,-25.82,-1.82,7.27
31,1,31.67,-25.10,-1.67,7.27
31,1,31.67,-25.11,-1.67,7.27
31,1,36.91,-49.53,-6.91,7.27
31,1,32.28,-27.96,-2.28,7.27
31,1,34.15,-36.68,-4.15,7.27
31,1,33.05,-31.57,-3.05,7.27
31,1,31.82,-25.81,-1.82,7.27
31,1,34.79,-39.67,-4.79,7.27
31,1,33.05,-31.56,-3.05,7.27
31,1,33.52,-33.74,-3.52,7.27
31,1,33.05,-31.57,-3.05,7.27
31,1,32.89,-29.77,-2.89,7.27
31,2,20.91,47.01,9.09,7.27
31,2,26.08,31.73,3.92,7.27
31,2,26.08,40.86,3.92,7.27
31,2,26.62,39.17,3.38,7.27
31,2,27.04,37.22,2.96,7.27
31,2,22.97,56.38,7.03,7.27
31,2,29.30,26.60,0.70,7.27
31,2,28.15,31.98,1.85,7.27
31,2,26.49,39.81,3.51,7.27
31,2,34.15,1.82,-4.15,7.27
31,2,21.15,64.93,8.85,7.27
31,2,37.07,-20.15,-7.07,7.27
31,2,37.40,-38.66,-7.40,7.27
31,2,37.24,-53.96,-7.24,7.27
31,2,37.40,-58.11,-7.40,7.27
31,2,34.79,-45.82,-4.79,7.27
31,2,24.62,9.08,5.38,7.27
31,2,36.25,-47.59,-6.25,7.27
31,2,30.62,-16.59,-0.62,7.27
31,2,35.43,-37.17,-5.43,7.27
31,2,27.73,2.83,2.27,7.27
31,2,29.30,5.99,0.70,7.27
31,2,30.92,-5.50,-0.92,7.27
31,2,36.08,-45.50,-6.08,7.27
31,2,30.47,-20.95,-0.47,7.27
31,2,29.73,-15.24,0.27,7.27
31,2,27.59,-2.05,2.41,7.27
31,2,27.73,2.94,2.27,7.27
31,2,27.04,8.85,2.96,7.27
31,2,27.04,7.24,2.96,7.27
31,2,31.82,-16.61,-1.82,7.27
31,2,37.40,-53.39,-7.40,7.27
31,2,33.52,-39.83,-3.52,7.27
31,2,30.03,-21.25,-0.03,7.27
31,2,31.06,-28.30,-1.06,7.27
31,2,27.73,-10.70,2.27,7.27
31,2,27.73,-6.45,2.27,7.27
31,2,29.88,-19.84,0.12,7.27
31,2,31.82,-27.89,-1.82,7.27
31,2,29.30,-16.87,0.70,7.27
31,2,25.02,8.08,4.98,7.27
31,2,26.49,4.96,3.51,7.27
31,2,26.49,8.10,3.51,7.27
31,2,28.15,1.51,1.85,7.27
31,2,30.47,-3.02,-0.47,7.27
31,2,24.62,31.76,5.38,7.27
31,2,26.49,22.66,3.51,7.27
31,2,37.40,-43.59,-7.40,7.27
31,2,37.40,-58.11,-7.40,7.27
31,2,36.74,-54.98,-6.74,7.27
31,2,28.72,-15.82,1.28,7.27
31,2,27.73,-10.93,2.27,7.27
31,2,27.04,-2.51,2.96,7.27
31,2,32.89,-31.58,-2.89,7.27
31,2,28.01,-8.75,1.99,7.27
31,2,32.89,-32.41,-2.89,7.27
31,2,34.79,-45.80,-4.79,7.27
31,2,32.28,-34.00,-2.28,7.27
31,2,32.43,-34.71,-2.43,7.27
31,2,28.15,-10.45,1.85,7.27
31,2,28.15,-9.69,1.85,7.27
31,2,29.44,-5.64,0.56,7.27
31,2,34.31,-26.49,-4.31,7.27
31,2,27.04,7.35,2.96,7.27
31,2,31.06,-22.04,-1.06,7.27
31,2,37.40,-58.12,-7.40,7.27
31,2,32.89,-36.89,-2.89,7.27
31,2,30.62,-24.87,-0.62,7.27
31,2,34.79,-45.79,-4.79,7.27
31,2,27.17,-8.02,2.83,7.27
31,2,30.47,-25.47,-0.47,7.27
31,2,31.06,-28.30,-1.06,7.27
31,2,37.24,-57.33,-7.24,7.27
31,2,30.47,-25.50,-0.47,7.27
31,2,34.79,-45.80,-4.79,7.27
31,2,31.82,-31.85,-1.82,7.27
31,2,36.25,-52.66,-6.25,7.27
31,2,31.06,-28.29,-1.06,7.27
31,2,34.31,-43.56,-4.31,7.27
31,2,32.28,-34.00,-2.28,7.27
31,2,34.15,-42.81,-4.15,7.27
31,2,31.82,-31.85,-1.82,7.27
31,2,34.15,-42.82,-4.15,7.27
31,2,31.06,-28.30,-1.06,7.27
31,2,32.89,-36.89,-2.89,7.27
31,2,33.05,-37.63,-3.05,7.27
31,2,31.06,-26.99,-1.06,7.27
31,2,27.04,-7.95,2.96,7.27
31,2,32.89,-36.91,-2.89,7.27
31,2,32.74,-36.18,-2.74,7.27
31,2,31.67,-31.13,-1.67,7.27
31,2,33.52,-39.84,-3.52,7.27
31,2,31.82,-31.85,-1.82,7.27
31,2,32.89,-36.91,-2.89,7.27
31,2,31.82,-31.85,-1.82,7.27
31,2,32.28,-32.20,-2.28,7.27
31,2,31.21,-28.01,-1.21,7.27
31,2,32.74,-36.19,-2.74,7.27
31,2,31.67,-31.13,-1.67,7.27
31,2,32.28,-34.00,-2.28,7.27
31,2,31.67,-31.14,-1.67,7.27
31,2,31.67,-31.13,-1.67,7.27
31,2,31.67,-31.13,-1.67,7.27
31,2,31.06,-28.30,-1.06,7.27
31,2,31.67,-31.13,-1.67,7.27
31,2,31.06,-28.30,-1.06,7.27
31,2,31.06,-28.30,-1.06,7.27
31,2,31.67,-31.13,-1.67,7.27
31,2,31.06,-28.30,-1.06,7.27
31,2,30.47,-25.49,-0.47,7.27
31,2,30.47,-25.49,-0.47,7.27
31,2,29.88,-22.67,0.12,7.27
31,2,29.88,-22.62,0.12,7.27
31,2,29.88,-22.48,0.12,7.27
31,2,30.03,-23.32,-0.03,7.27
32,0,24.11,30.10,5.89,7.27
32,0,23.98,36.71,6.02,7.27
32,0,24.11,37.84,5.89,7.27
32,0,25.02,33.34,4.98,7.27
32,0,24.75,34.66,5.25,7.27
32,0,26.49,26.12,3.51,7.27
32,0,27.17,22.73,2.83,7.27
32,0,27.59,20.69,2.41,7.27
32,0,27.73,20.00,2.27,7.27
32,0,27.04,23.43,2.96,7.27
32,0,23.60,40.38,6.40,7.27
32,0,30.03,8.69,-0.03,7.27
32,0,27.59,19.50,2.41,7.27
32,0,37.40,-33.87,-7.40,7.27
32,0,33.52,-18.63,-3.52,7.27
32,0,34.15,-21.26,-4.15,7.27
32,0,31.67,-9.54,-1.67,7.27
32,0,32.89,-16.65,-2.89,7.27
32,0,37.40,-44.09,-7.40,7.27
32,0,32.89,-23.05,-2.89,7.27
32,0,32.43,-20.80,-2.43,7.27
32,0,32.43,-20.76,-2.43,7.27
32,0,33.52,-26.13,-3.52,7.27
32,0,32.89,-21.98,-2.89,7.27
32,0,31.21,-14.81,-1.21,7.27
32,0,28.15,0.85,1.85,7.27
32,0,36.91,-41.99,-6.91,7.27
32,0,26.76,10.72,3.24,7.27
32,0,28.72,0.06,1.28,7.27
32,0,35.11,-33.96,-5.11,7.27
32,0,37.40,-45.28,-7.40,7.27
32,0,31.82,-17.79,-1.82,7.27
32,0,35.92,-37.02,-5.92,7.27
32,0,26.76,9.42,3.24,7.27
32,0,36.57,-40.30,-6.57,7.27
32,0,26.76,8.63,3.24,7.27
32,0,32.28,-20.06,-2.28,7.27
32,0,25.68,15.03,4.32,7.27
32,0,37.07,-43.69,-7.07,7.27
32,0,33.52,-26.15,-3.52,7.27
32,0,36.57,-41.23,-6.57,7.27
32,0,26.08,11.21,3.92,7.27
32,0,32.89,-22.96,-2.89,7.27
32,0,36.91,-40.81,-6.91,7.27
32,0,27.04,8.44,2.96,7.27
32,0,33.05,-21.37,-3.05,7.27
32,0,32.43,-20.23,-2.43,7.27
32,0,32.74,-22.32,-2.74,7.27
32,0,38.08,-48.60,-8.08,7.27
32,0,37.40,-45.33,-7.40,7.27
32,0,27.59,3.84,2.41,7.27
32,0,35.43,-35.62,-5.43,7.27
32,0,25.54,13.94,4.46,7.27
32,0,30.62,-11.86,-0.62,7.27
32,0,37.07,-43.66,-7.07,7.27
32,0,34.79,-32.39,-4.79,7.27
32,0,37.07,-43.66,-7.07,7.27
32,0,34.31,-30.04,-4.31,7.27
32,0,34.79,-32.44,-4.79,7.27
32,0,36.57,-41.19,-6.57,7.27
32,0,33.68,-26.92,-3.68,7.27
32,0,36.25,-39.60,-6.25,7.27
32,0,33.52,-26.15,-3.52,7.27
32,0,28.86,-3.01,1.14,7.27
32,0,29.44,-5.57,0.56,7.27
32,0,31.37,-15.54,-1.37,7.27
32,0,29.59,-6.68,0.41,7.27
32,0,32.89,-23.09,-2.89,7.27
32,0,30.77,-12.56,-0.77,7.27
32,0,31.67,-17.04,-1.67,7.27
32,0,34.79,-32.41,-4.79,7.27
32,0,30.47,-11.10,-0.47,7.27
32,0,28.15,1.75,1.85,7.27
32,0,31.21,-13.96,-1.21,7.27
32,0,36.08,-38.79,-6.08,7.27
32,0,36.08,-38.79,-6.08,7.27
32,0,26.08,11.74,3.92,7.27
32,0,37.40,-45.28,-7.40,7.27
32,0,33.99,-28.48,-3.99,7.27
32,0,30.92,-13.32,-0.92,7.27
32,0,34.79,-32.41,-4.79,7.27
32,0,24.49,20.59,5.51,7.27
32,0,29.30,-1.53,0.70,7.27
32,0,28.29,1.89,1.71,7.27
32,0,28.29,0.39,1.71,7.27
32,0,31.21,-14.78,-1.21,7.27
32,0,35.11,-33.98,-5.11,7.27
32,0,34.15,-29.24,-4.15,7.27
32,0,29.30,-5.02,0.70,7.27
32,0,31.67,-17.02,-1.67,7.27
32,0,29.88,-8.17,0.12,7.27
32,0,26.49,10.89,3.51,7.27
32,0,36.57,-41.19,-6.57,7.27
32,0,31.67,-17.04,-1.67,7.27
32,0,31.06,-14.05,-1.06,7.27
32,0,31.06,-14.07,-1.06,7.27
32,0,32.89,-23.07,-2.89,7.27
32,0,31.82,-17.78,-1.82,7.27
32,0,36.74,-42.04,-6.74,7.27
32,0,26.22,10.50,3.78,7.27
32,0,32.28,-20.03,-2.28,7.27
32,0,27.59,3.49,2.41,7.27
32,0,29.30,-5.23,0.70,7.27
32,0,37.07,-43.64,-7.07,7.27
32,0,37.40,-45.28,-7.40,7.27
32,0,32.28,-20.04,-2.28,7.27
32,0,30.77,-12.56,-0.77,7.27
32,0,32.89,-22.75,-2.89,7.27
32,0,28.15,0.66,1.85,7.27
32,0,32.28,-19.86,-2.28,7.27
32,0,27.73,2.78,2.27,7.27
32,0,31.82,-17.78,-1.82,7.27
32,0,31.06,-14.05,-1.06,7.27
32,0,35.43,-35.56,-5.43,7.27
32,0,27.59,3.79,2.41,7.27
32,1,26.08,21.16,3.92,7.27
32,1,26.08,30.35,3.92,7.27
32,1,26.62,35.82,3.38,7.27
32,1,27.04,38.12,2.96,7.27
32,1,28.15,32.61,1.85,7.27
32,1,27.59,35.39,2.41,7.27
32,1,28.15,32.61,1.85,7.27
32,1,25.02,48.06,4.98,7.27
32,1,34.63,-1.52,-4.63,7.27
32,1,32.43,-2.96,-2.43,7.27
32,1,32.28,-11.32,-2.28,7.27
32,1,36.91,-50.31,-6.91,7.27
32,1,34.31,-44.70,-4.31,7.27
32,1,29.44,-20.20,0.56,7.27
32,1,29.88,-17.35,0.12,7.27
32,1,28.86,-12.17,1.14,7.27
32,1,26.90,-0.59,3.10,7.27
32,1,28.15,-13.51,1.85,7.27
32,1,26.49,-4.58,3.51,7.27
32,1,32.43,-35.47,-2.43,7.27
32,1,25.54,3.04,4.46,7.27
32,1,30.03,-18.04,-0.03,7.27
32,1,28.29,-6.71,1.71,7.27
32,1,31.67,-15.84,-1.67,7.27
32,1,28.15,5.20,1.85,7.27
32,1,31.67,-16.08,-1.67,7.27
32,1,30.62,-11.72,-0.62,7.27
32,1,30.03,-9.52,-0.03,7.27
32,1,30.47,-15.42,-0.47,7.27
32,1,37.07,-58.32,-7.07,7.27
32,1,30.03,-23.65,-0.03,7.27
32,1,30.03,-23.41,-0.03,7.27
32,1,29.88,-22.29,0.12,7.27
32,1,26.76,-5.95,3.24,7.27
32,1,29.30,-14.83,0.70,7.27
32,1,28.15,-3.92,1.85,7.27
32,1,31.06,-17.21,-1.06,7.27
32,1,27.04,-1.78,2.96,7.27
32,1,31.67,-27.31,-1.67,7.27
32,1,31.67,-30.74,-1.67,7.27
32,1,26.76,-2.77,3.24,7.27
32,1,28.15,-11.76,1.85,7.27
32,1,28.15,-10.63,1.85,7.27
32,1,28.72,-9.71,1.28,7.27
32,1,28.86,-13.82,1.14,7.27
32,1,31.67,-25.94,-1.67,7.27
32,1,32.28,-27.49,-2.28,7.27
32,1,27.04,-1.95,2.96,7.27
32,1,28.72,-11.07,1.28,7.27
32,1,28.15,-6.29,1.85,7.27
32,1,31.06,-24.03,-1.06,7.27
32,1,32.89,-37.82,-2.89,7.27
32,1,29.44,-19.49,0.56,7.27
32,1,30.62,-22.79,-0.62,7.27
32,1,30.47,-25.35,-0.47,7.27
32,1,27.73,-9.90,2.27,7.27
32,1,32.89,-37.80,-2.89,7.27
32,1,24.23,8.18,5.77,7.27
32,1,27.04,1.61,2.96,7.27
32,1,33.68,-38.94,-3.68,7.27
32,1,32.28,-27.97,-2.28,7.27
32,1,28.86,-13.97,1.14,7.27
32,1,25.54,2.50,4.46,7.27
32,1,23.98,8.98,6.02,7.27
32,1,27.59,-2.54,2.41,7.27
32,1,34.15,-41.56,-4.15,7.27
32,1,29.30,-16.38,0.70,7.27
32,1,30.47,-25.83,-0.47,7.27
32,1,31.82,-32.49,-1.82,7.27
32,1,29.88,-22.88,0.12,7.27
32,1,31.21,-29.51,-1.21,7.27
32,1,34.79,-47.11,-4.79,7.27
32,1,27.87,-10.29,2.13,7.27
32,1,34.31,-44.71,-4.31,7.27
32,1,30.47,-25.82,-0.47,7.27
32,1,31.82,-32.49,-1.82,7.27
32,1,31.06,-28.74,-1.06,7.27
32,1,31.21,-29.50,-1.21,7.27
32,1,30.62,-26.57,-0.62,7.27
32,1,31.52,-30.98,-1.52,7.27
32,1,31.67,-31.74,-1.67,7.27
32,1,31.67,-31.73,-1.67,7.27
32,1,29.15,-18.95,0.85,7.27
32,1,31.67,-31.73,-1.67,7.27
32,1,31.21,-29.51,-1.21,7.27
32,1,31.06,-28.76,-1.06,7.27
32,1,31.82,-32.48,-1.82,7.27
32,1,32.43,-35.50,-2.43,7.27
32,1,31.67,-31.04,-1.67,7.27
32,1,32.43,-35.50,-2.43,7.27
32,1,31.67,-31.73,-1.67,7.27
32,1,31.06,-28.77,-1.06,7.27
32,1,31.67,-31.74,-1.67,7.27
32,1,31.67,-31.75,-1.67,7.27
32,1,26.76,-6.04,3.24,7.27
32,1,31.67,-31.75,-1.67,7.27
32,1,31.67,-31.75,-1.67,7.27
32,1,30.77,-27.27,-0.77,7.27
32,1,31.67,-31.74,-1.67,7.27
32,1,31.06,-28.77,-1.06,7.27
32,1,31.67,-31.76,-1.67,7.27
32,1,31.21,-26.53,-1.21,7.27
32,1,31.06,-28.77,-1.06,7.27
32,1,31.21,-29.51,-1.21,7.27
32,1,31.06,-28.77,-1.06,7.27
32,1,26.22,-3.09,3.78,7.27
32,1,31.21,-28.10,-1.21,7.27
32,1,31.06,-28.62,-1.06,7.27
32,1,30.62,-26.57,-0.62,7.27
32,1,30.47,-25.61,-0.47,7.27
32,1,25.15,2.84,4.85,7.27
32,1,30.62,-25.70,-0.62,7.27
32,1,32.12,-31.73,-2.12,7.27
32,1,30.03,-21.82,-0.03,7.27
32,1,30.17,-19.91,-0.17,7.27
32,2,25.54,21.34,4.46,7.27
32,2,25.54,33.10,4.46,7.27
32,2,26.08,41.79,3.92,7.27
32,2,26.62,40.87,3.38,7.27
32,2,27.59,36.76,2.41,7.27
32,2,28.29,33.77,1.71,7.27
32,2,28.29,33.77,1.71,7.27
32,2,27.59,36.73,2.41,7.27
32,2,28.15,34.37,1.85,7.27
32,2,26.49,41.44,3.51,7.27
32,2,36.57,-11.36,-6.57,7.27
32,2,37.40,-28.44,-7.40,7.27
32,2,37.07,-38.43,-7.07,7.27
32,2,36.74,-55.16,-6.74,7.27
32,2,31.67,-33.60,-1.67,7.27
32,2,33.05,-28.48,-3.05,7.27
32,2,28.72,-13.52,1.28,7.27
32,2,34.31,-36.46,-4.31,7.27
32,2,31.82,-31.12,-1.82,7.27
32,2,27.45,-6.17,2.55,7.27
32,2,32.28,-23.57,-2.28,7.27
32,2,29.88,-11.22,0.12,7.27
32,2,30.03,-13.98,-0.03,7.27
32,2,28.15,-1.80,1.85,7.27
32,2,35.43,-31.34,-5.43,7.27
32,2,27.17,2.89,2.83,7.27
32,2,34.79,-27.92,-4.79,7.27
32,2,24.11,18.50,5.89,7.27
32,2,36.41,-40.78,-6.41,7.27
32,2,30.03,-20.84,-0.03,7.27
32,2,35.43,-42.66,-5.43,7.27
32,2,29.30,-18.03,0.70,7.27
32,2,30.62,-25.34,-0.62,7.27
32,2,31.67,-33.63,-1.67,7.27
